,website,in_sfdc
11132,corsetdeal.co.uk,False
11133,cortior.co.uk,False
11134,corzana.co.uk,False
11135,supa-water.co.uk,False
11136,super-cool-gifts.co.uk,False
11137,super-grow.co.uk,False
11138,supercob.co.uk,False
11139,supereciguk.co.uk,False
11140,superfoodbakery.co.uk,True
11141,superfoodoutlet.co.uk,False
11142,superfumi.co.uk,False
11143,superiorattire.co.uk,False
11144,superiorlighting.co.uk,False
11145,superlings.co.uk,False
11146,supermug.co.uk,False
11147,supernovadesigns.co.uk,False
11148,supernovawaxmelts.co.uk,False
11149,superocatering.co.uk,False
11150,superpool.co.uk,False
11151,supersneakerbros.co.uk,False
11152,supersocks.co.uk,True
11153,superspeedgolf.co.uk,True
11154,supersticks.co.uk,False
11155,supertreats.co.uk,False
11156,superu.co.uk,False
11157,suppbox.co.uk,False
11158,suppleflex.co.uk,False
11159,supreme-motorsport.co.uk,False
11160,suprememind.co.uk,False
11161,supremepaint.co.uk,False
11162,supremewizard.co.uk,False
11163,surchocolates.co.uk,False
11164,surefirewood.co.uk,False
11165,surex.co.uk,False
11166,surferry.co.uk,False
11167,surgicalmasksdirect.co.uk,False
11168,surprisegiftstore.co.uk,False
11169,surreystyle.co.uk,False
11170,surreyvending.co.uk,False
11171,surron.co.uk,False
11172,survivalsupply.co.uk,False
11173,susancaplan.co.uk,False
11174,susansnailstore.co.uk,False
11175,susiedanieldesigns.co.uk,False
11176,susiefaulks.co.uk,True
11177,susiesboutique.co.uk,True
11178,sussexdomestic.co.uk,False
11179,sussexsoundhouse.co.uk,False
11180,sussextweed.co.uk,False
11181,sustainableclothinguk.co.uk,False
11182,sustainableexistence.co.uk,False
11183,sustainablesloth.co.uk,False
11184,sustainablyyou.co.uk,False
11185,sustainyoga.co.uk,False
11186,sutton-sports.co.uk,True
11187,suttoncoldfieldballerinas.co.uk,False
11188,suttoncoldfielddance.co.uk,False
11189,suttonmusic.co.uk,True
11190,suxceed.co.uk,False
11191,suzann.co.uk,False
11192,suzero.co.uk,False
11193,suzysdogfashion.co.uk,False
11194,svelte.co.uk,False
11195,svelte.uk,False
11196,svnx.co.uk,True
11197,swade.co.uk,False
11198,swagdistribution.co.uk,False
11199,swaggerbox.co.uk,False
11200,swaggerunique.co.uk,False
11201,swaguk.co.uk,True
11202,swainsonandcowins.co.uk,False
11203,swan-brand.co.uk,True
11204,swanation.co.uk,False
11205,swandeli.co.uk,False
11206,swankyswans.co.uk,False
11207,swatchperfect.co.uk,False
11208,swbotanicals.co.uk,False
11209,sweateez.co.uk,False
11210,sweatshieldundershirt.co.uk,False
11211,sweepstech.co.uk,False
11212,sweet-souvenir.co.uk,False
11213,sweet-yota.co.uk,False
11214,sweetandsassypersonalised.co.uk,False
11215,sweetas.uk,False
11216,sweetbabycheezuscakes.co.uk,False
11217,sweetbeeorganics.co.uk,True
11218,sweetcelebrations.co.uk,False
11219,sweetdreamscandy.co.uk,False
11220,sweetdreamzzz.co.uk,False
11221,sweetestdevil.co.uk,False
11222,sweetiepix.co.uk,False
11223,sweetigraffiti.co.uk,False
11224,sweetinnocence.co.uk,False
11225,sweetizparis.co.uk,False
11226,sweetleagifts.co.uk,False
11227,sweetmaries.co.uk,False
11228,sweetnibble.co.uk,False
11229,sweetpacks.co.uk,False
11230,sweetpeadolls.co.uk,False
11231,sweetpeapaperie.co.uk,False
11232,sweetpeaprelovedclothes.co.uk,False
11233,sweetranch.co.uk,False
11234,sweets-delivered.co.uk,False
11235,sweetsdeliveredplymouth.co.uk,False
11236,sweetsnchill.co.uk,False
11237,sweetsofmyown.co.uk,False
11238,sweetstoyours.co.uk,False
11239,sweettoothmunchies.co.uk,False
11240,sweettoothsweettreats.co.uk,False
11241,sweeturge.co.uk,False
11242,sweetvapes.co.uk,False
11243,sweetvictoryproducts.co.uk,False
11244,sweetyguy.co.uk,False
11245,swfineart.co.uk,False
11246,swheat.co.uk,False
11247,swifteria.uk,False
11248,swiftscooters.co.uk,False
11249,swiftsonline.co.uk,False
11250,swiftwhite.co.uk,False
11251,swimbelt.co.uk,False
11252,swimbest.co.uk,False
11253,swimferal.co.uk,False
11254,swimmingpoolsupplies.co.uk,False
11255,swimpath.co.uk,True
11256,swimsecure.co.uk,True
11257,swimweardirect.co.uk,True
11258,swindonbutchers.co.uk,False
11259,swingpatrol.co.uk,False
11260,swish-equestrian.co.uk,False
11261,swishembassy.co.uk,False
11262,swishersweetsgb.co.uk,False
11263,swishtogo.co.uk,False
11264,swiss-ruigor.co.uk,False
11265,swiss500.co.uk,False
11266,swisstimepieces.co.uk,False
11267,switchvapes.co.uk,False
11268,swizzy.co.uk,False
11269,swolesomefoods.co.uk,False
11270,swordsforsale.co.uk,False
11271,lucabeardogboutique.co.uk,False
11272,lucidhemp.co.uk,False
11273,luckcart.co.uk,False
11274,luckoflouth.co.uk,True
11275,lucky-cup.co.uk,False
11276,lucyaddison.co.uk,False
11277,lucyandjane.co.uk,False
11278,lucycoggle.co.uk,False
11279,lucysdressings.co.uk,True
11280,lucysparks.co.uk,False
11281,ludalondon.co.uk,False
11282,luesque.co.uk,False
11283,luevies.co.uk,False
11284,lufcnews-shop.co.uk,False
11285,lufh.co.uk,False
11286,luggo.co.uk,False
11287,lugo.co.uk,False
11288,lukannadesigns.co.uk,False
11289,lukehoney.co.uk,True
11290,lulaflowershop.co.uk,True
11291,lulludolls.co.uk,False
11292,luloudesigns.co.uk,False
11293,luluandrobbie.co.uk,False
11294,lulub.co.uk,False
11295,lulubellaboutique.co.uk,True
11296,luluhun.co.uk,False
11297,lulujulz.co.uk,False
11298,luluspersonalgifts.co.uk,True
11299,lumaquin.co.uk,False
11300,lumigear.co.uk,False
11301,lumiledltd.co.uk,False
11302,luminairearts.co.uk,False
11303,luminology.co.uk,False
11304,luminos-project.co.uk,False
11305,lumitylife.co.uk,True
11306,lunaeclipsewax.co.uk,False
11307,lunahaze.co.uk,False
11308,lunajewels.co.uk,False
11309,lunarandlux.co.uk,False
11310,lunarglow.co.uk,False
11311,lunarvisuals.co.uk,False
11312,lunasoul.co.uk,False
11313,lunastore.uk,False
11314,lupahome.co.uk,False
11315,lusciouslyloopy.co.uk,True
11316,lushire.co.uk,False
11317,luvahuva.co.uk,False
11318,luvele.co.uk,False
11319,luvloops.co.uk,False
11320,luvubuy.co.uk,False
11321,lux-lashes.co.uk,False
11322,luxaura.co.uk,False
11323,luxe-lips.co.uk,False
11324,luxe-mode.co.uk,False
11325,luxeandbelle.co.uk,False
11326,luxebae.co.uk,False
11327,luxeclothing.co.uk,False
11328,luxefurs.co.uk,False
11329,luxeher.co.uk,False
11330,luxehomewax.co.uk,False
11331,luxenap.co.uk,False
11332,luxeology.co.uk,False
11333,luxfoundry.co.uk,False
11334,luxlove.co.uk,False
11335,luxsport.co.uk,False
11336,luxtress.co.uk,False
11337,luxurylights.co.uk,False
11338,luxuryprize.co.uk,False
11339,lvbt.co.uk,False
11340,lvds.co.uk,False
11341,lybeautyboutique.co.uk,False
11342,lyfbar.co.uk,False
11343,lylagrey.co.uk,False
11344,lylolondon.co.uk,False
11345,lymebrookmedia.co.uk,False
11346,lynkltd.co.uk,False
11347,lynseywalters.co.uk,True
11348,lynxgolf.co.uk,True
11349,lyofood.co.uk,False
11350,lyra1.co.uk,False
11351,wallstickersforkids.co.uk,True
11352,waltersshoes.co.uk,False
11353,waltswellness.co.uk,False
11354,wandercollective.co.uk,False
11355,wanderlustlife.co.uk,True
11356,wanderlustwares.co.uk,False
11357,wardrobe24.co.uk,False
11358,warriorfightwear.co.uk,False
11359,weatherstop.co.uk,False
11360,wesbart.co.uk,True
11361,wesco-shop.co.uk,False
11362,westbarninteriors.co.uk,False
11363,westerncastorsandwheels.co.uk,False
11364,westlabsalts.co.uk,True
11365,westrustique.co.uk,False
11366,westwayoils.co.uk,False
11367,wetwallsandceilings.co.uk,False
11368,mouille.co.uk,True
11369,mountaindog.uk,True
11370,mountingsubstrates.co.uk,False
11371,moustard.co.uk,False
11372,movementboutique.co.uk,False
11373,movingtomars.co.uk,False
11374,moxxx.co.uk,False
11375,moyenne.co.uk,False
11376,mozomozo.co.uk,False
11377,mp-london.co.uk,False
11378,mpirelondon.co.uk,False
11379,mposhardware.co.uk,False
11380,mpsvinyl.co.uk,False
11381,mr-lacy.co.uk,True
11382,mr-masey.co.uk,False
11383,mraccessories.co.uk,False
11384,mrblackcatsmokey.co.uk,False
11385,mrbravo.co.uk,True
11386,mrcorgi.co.uk,False
11387,mrcrease.co.uk,False
11388,mrcrimbo.co.uk,False
11389,mrdoggo.co.uk,False
11390,mredseggs.co.uk,False
11391,mrfade.co.uk,False
11392,mrflower.co.uk,True
11393,mrlapel.co.uk,False
11394,mrloorolls.co.uk,False
11395,mrmary.co.uk,False
11396,mrnn.co.uk,False
11397,mrolivewood.co.uk,False
11398,mrpcarcare.co.uk,False
11399,mrppe.co.uk,False
11400,mrrisque.co.uk,False
11401,mrsanitiser.co.uk,False
11402,mrsbeesemporium.co.uk,False
11403,mrshinteriors.co.uk,False
11404,mrsimmsoldesweetshoppe.co.uk,False
11405,mrsmiddleton.co.uk,False
11406,mrspeate.co.uk,False
11407,mrspreadsheet.co.uk,False
11408,mrstanleys.co.uk,False
11409,mrstillysdirect.co.uk,False
11410,mrsystems.co.uk,False
11411,mrtieguy.co.uk,False
11412,mrtrendz.co.uk,False
11413,mrwattslightinglamps.co.uk,False
11414,msc-superstore.co.uk,False
11415,mscooco.co.uk,False
11416,mseschools.co.uk,False
11417,mshair.co.uk,True
11418,mslpro.co.uk,False
11419,mtlvapes.co.uk,False
11420,muaah.co.uk,False
11421,mubarakmoments.co.uk,False
11422,muchmorebeautystore.co.uk,False
11423,muckygymwear.co.uk,False
11424,mudawwana.co.uk,False
11425,mudchutney.co.uk,False
11426,muddybootsnatureclub.co.uk,False
11427,mudle.co.uk,False
11428,mudstuff.co.uk,True
11429,mudu.uk,False
11430,mufti.co.uk,False
11431,mug-life.co.uk,False
11432,muggi.co.uk,False
11433,muggz.co.uk,False
11434,mulaskincare.co.uk,False
11435,mulberry-art.co.uk,False
11436,mulberrytreegallery.co.uk,False
11437,mulchorganic.co.uk,False
11438,mullenandmullen.co.uk,False
11439,multi-sensoryworld.co.uk,False
11440,multipen.co.uk,False
11441,mum-dance.co.uk,False
11442,mum2be.co.uk,False
11443,mummaandmia.co.uk,False
11444,mummyandaustinboutique.co.uk,False
11445,mummyslittletreasure.co.uk,False
11446,mumsmakery.co.uk,False
11447,mumsoffice.co.uk,False
11448,mumsplanner.co.uk,False
11449,mumuniform.co.uk,False
11450,munchebox.co.uk,False
11451,munchterm.co.uk,False
11452,mundomusicgear.co.uk,True
11453,mungosports.co.uk,False
11454,mupmakeup.uk,False
11455,murgs.co.uk,False
11456,murphyandbailey.co.uk,False
11457,murrayandme.co.uk,False
11458,murrayhealthcare.co.uk,False
11459,muscle-construction.co.uk,False
11460,muscleboard.co.uk,False
11461,muscleguns.co.uk,False
11462,muscleimpulseshop.co.uk,False
11463,musclemailuk.co.uk,False
11464,musclemarylondon.co.uk,False
11465,musclemassagegun.co.uk,False
11466,musclemat.co.uk,False
11467,musestudiojewellery.co.uk,False
11468,mushymelon.co.uk,False
11469,music-mate.co.uk,False
11470,musicandlove.co.uk,False
11471,musicking.co.uk,False
11472,musicstreet.co.uk,True
11473,musicwarehouse.co.uk,False
11474,mustardhampers.co.uk,False
11475,mustardmade.co.uk,False
11476,musthaveideas.co.uk,True
11477,mutebank.co.uk,True
11478,mutinygymwear.co.uk,False
11479,muttsandhounds.co.uk,False
11480,muzamedical.co.uk,False
11481,mvp-stafford.co.uk,False
11482,mwhwine.co.uk,False
11483,mwmakes.co.uk,False
11484,mxri.co.uk,False
11485,mya2z.co.uk,False
11486,myakka.co.uk,True
11487,myapril.co.uk,False
11488,myawesomepet.co.uk,False
11489,mybabydirect.co.uk,False
11490,mybabyessentials.co.uk,False
11491,mybagsofstuff.co.uk,False
11492,mybeautybar.co.uk,False
11493,mybestdealshop.co.uk,False
11494,mybestescooter.co.uk,False
11495,mybestscooter.co.uk,False
11496,myblissgarden.co.uk,False
11497,mybollox.co.uk,False
11498,mybrickwall.co.uk,False
11499,mybridalbox.co.uk,False
11500,cyboutique.co.uk,False
11501,cycl.co.uk,False
11502,cycledaily.uk,True
11503,cycletrade.co.uk,False
11504,cyclocrossracer.co.uk,False
11505,cyclonbikecare.co.uk,False
11506,cyclopbikes.co.uk,True
11507,cypography.co.uk,False
11508,cyprusbbq.co.uk,False
11509,cyrilrsalter.co.uk,False
11510,k2london.co.uk,False
11511,k9capers.co.uk,False
11512,ka-boomshop.co.uk,True
11513,kabiri.co.uk,False
11514,kacao.co.uk,False
11515,kahuku.co.uk,False
11516,kaialondon.co.uk,False
11517,kaiserbaas.co.uk,False
11518,kajewels.co.uk,False
11519,kalibreclothing.co.uk,False
11520,kalita.co.uk,False
11521,kalusha.co.uk,False
11522,kamrose.co.uk,False
11523,kanaco.co.uk,False
11524,kandababy.co.uk,False
11525,kandemand.co.uk,False
11526,kandicosmetics.co.uk,False
11527,kandylabstore.co.uk,False
11528,kandyseeds.co.uk,False
11529,kaneya.co.uk,False
11530,kannaroyale.co.uk,False
11531,kannwin.co.uk,False
11532,kanshaalchemy.co.uk,False
11533,kaossports.co.uk,False
11534,kaoticaeyeball.co.uk,False
11535,kaparts.co.uk,False
11536,kapowboomgraphics.co.uk,False
11537,kapowmeggings.co.uk,False
11538,kapri-attire.co.uk,False
11539,karcher-center-craigmore.co.uk,False
11540,karchercenteraquaspray.co.uk,False
11541,kareemschicken.co.uk,False
11542,karessi.co.uk,False
11543,karinkraemer.co.uk,False
11544,karlastore.co.uk,False
11545,karmatown.co.uk,False
11546,karpasa.co.uk,False
11547,kartel.co.uk,True
11548,kartonkinder.co.uk,False
11549,karunacoffee.co.uk,False
11550,kaseta.co.uk,False
11551,kashaskandles.co.uk,False
11552,katandbee.co.uk,True
11553,kateanneart.co.uk,False
11554,katebackdrop.co.uk,False
11555,katebarton.co.uk,False
11556,kateguy.co.uk,False
11557,katelaurel.co.uk,False
11558,katemciverskin.co.uk,False
11559,katethurlow.co.uk,False
11560,katherinefraser.co.uk,False
11561,katherineswaine.co.uk,False
11562,kathrynmason.co.uk,False
11563,kathryns.co.uk,False
11564,katie-ella.co.uk,False
11565,katiecreates.uk,False
11566,katieeary.co.uk,False
11567,katieirelanddesigns.co.uk,False
11568,katiemangan.co.uk,False
11569,katiestonejewellery.co.uk,False
11570,katycraig.co.uk,False
11571,katysboutique.co.uk,False
11572,kaveecage.co.uk,False
11573,kawaless.co.uk,False
11574,kayestextiles.co.uk,False
11575,kaymet.co.uk,False
11576,kazcreations.co.uk,False
11577,kbme.co.uk,False
11578,kbrhcatering.co.uk,False
11579,kc-cottage.co.uk,False
11580,kcccashmere.co.uk,False
11581,kcdigitalservices.co.uk,False
11582,kcsofas.co.uk,False
11583,kdclothing.co.uk,False
11584,kdvapes.co.uk,False
11585,kebukai.co.uk,False
11586,keds.co.uk,False
11587,keejayssauces.co.uk,False
11588,keepertees.co.uk,False
11589,keepitrealthing.co.uk,False
11590,keepyourcarsafe.co.uk,False
11591,kegkingdom.co.uk,False
11592,kegman.co.uk,False
11593,keighleytimber.co.uk,False
11594,keithscarrott.co.uk,False
11595,kekemoon.co.uk,False
11596,kekezzareece.co.uk,False
11597,keligym.co.uk,False
11598,kellyannecollections.co.uk,False
11599,kellychristian.uk,True
11600,kelpme.co.uk,False
11601,kelse.co.uk,False
11602,kelsoandtitchtrade.co.uk,False
11603,keluxebeauty.co.uk,False
11604,kelvingraham.co.uk,False
11605,kemedress.co.uk,False
11606,kemkouture.co.uk,False
11607,kempii.co.uk,False
11608,kencko.co.uk,False
11609,kendallguitarshop.co.uk,False
11610,kent-made.co.uk,False
11611,kentishpip.co.uk,False
11612,kentplumbingsupplies.co.uk,False
11613,kenwoodshop.co.uk,False
11614,kenyonsfootwear.co.uk,False
11615,keratinbeauty.co.uk,False
11616,keratinrevolution.co.uk,False
11617,kernowclothingco.co.uk,False
11618,kerrieberrie.co.uk,False
11619,kerrieskeepsakes.co.uk,False
11620,kershkicks.co.uk,False
11621,ketab.co.uk,False
11622,ketomunch.co.uk,False
11623,ketopian.co.uk,False
11624,ketrix.co.uk,False
11625,kettleyarnco.co.uk,False
11626,kinderbarn.co.uk,False
11627,kindlehouse.co.uk,False
11628,kindwood.co.uk,False
11629,kingdombooks.co.uk,False
11630,kingfoxmenswear.co.uk,False
11631,kingrocks.co.uk,False
11632,kingsford-london.uk,False
11633,kingskingdom.co.uk,False
11634,kingsofficefurniture.co.uk,False
11635,kingsvapeshop.co.uk,False
11636,kinkerbox.co.uk,False
11637,kinkind.co.uk,False
11638,kinkoi.co.uk,False
11639,kinkyangel.co.uk,True
11640,kinkybundles.co.uk,False
11641,kinousurre.co.uk,False
11642,kinshome.co.uk,False
11643,kinzalondon.co.uk,False
11644,luxeskins.co.uk,False
11645,luxeunderwear.co.uk,False
11646,luxfeltlondon.co.uk,False
11647,luxfragrance.co.uk,False
11648,luxframes.co.uk,False
11649,luxilinge.co.uk,False
11650,luxinterior.co.uk,False
11651,luxjunky.co.uk,False
11652,luxlifecomps.co.uk,False
11653,luxmix.co.uk,True
11654,luxsar.co.uk,False
11655,luxuniversal.co.uk,False
11656,luxuriouslabels.co.uk,False
11657,luxurtraveller.co.uk,False
11658,luxurybritishmattresses.co.uk,False
11659,luxuryeffect.co.uk,False
11660,luxurygames.co.uk,False
11661,luxuryleggings.co.uk,False
11662,luxurysplashes.co.uk,False
11663,luxurywatchitems.co.uk,False
11664,luxusbeds.co.uk,False
11665,re-fashion.co.uk,True
11666,revitalash.co.uk,False
11667,revivo.co.uk,False
11668,rewardingdesigns.co.uk,False
11669,rewclothing.co.uk,True
11670,rewiredrecords.co.uk,False
11671,rexalpha.co.uk,False
11672,reyloc.co.uk,False
11673,reytid.co.uk,False
11674,rfvintners.co.uk,True
11675,rgsop.co.uk,False
11676,rguitars.co.uk,True
11677,rhimani.co.uk,False
11678,rhinobrothers.co.uk,False
11679,rhinolla.co.uk,False
11680,rhonamccallumshop.co.uk,False
11681,rhubarbandco.co.uk,False
11682,rhubarbandhare.co.uk,False
11683,rhubarbcurve.co.uk,False
11684,riari.co.uk,False
11685,riaterotica.co.uk,False
11686,ribble-europe.co.uk,False
11687,ribbonmoon.co.uk,False
11688,richardbuckley.co.uk,False
11689,richarddarani.co.uk,False
11690,richblood.co.uk,False
11691,richfitclothing.co.uk,False
11692,richlite.co.uk,False
11693,richmondautographs.co.uk,True
11694,richskxn.co.uk,False
11695,richwayclothing.co.uk,False
11696,ricketyrose.co.uk,False
11697,rickshaw-bazaar.co.uk,True
11698,ridecore.co.uk,False
11699,rideengine.uk,False
11700,rideguard.co.uk,True
11701,ridelikethewind.co.uk,False
11702,ridethewaves.co.uk,True
11703,ridewithelka.co.uk,False
11704,ridgelineclothing.co.uk,True
11705,ridgemontoutfitters.co.uk,False
11706,ridpest.co.uk,False
11707,riejuparts.co.uk,False
11708,rietveld.co.uk,False
11709,riffdrop.co.uk,False
11710,rififiart.co.uk,False
11711,rigged-out.co.uk,False
11712,righteousbeauty.co.uk,False
11713,rightprice.co.uk,False
11714,riglam.co.uk,False
11715,riminibeauty.co.uk,False
11716,ring0light.co.uk,False
11717,ringzntingz.co.uk,False
11718,rinospantry.co.uk,False
11719,riohealth.co.uk,False
11720,riorosa.co.uk,False
11721,riottees.co.uk,False
11722,rip-tide.co.uk,False
11723,ripped-kit.co.uk,True
11724,rippedlabz.co.uk,False
11725,ripstopclothing.co.uk,False
11726,risdonandrisdon.co.uk,False
11727,riseandshineliving.co.uk,True
11728,riskclothing.co.uk,False
11729,ritchiecateringequipment.co.uk,False
11730,riva-europe.co.uk,False
11731,rivacosmetics.co.uk,False
11732,rivageuk.co.uk,False
11733,rivalboxinguk.co.uk,False
11734,rivalcloset.co.uk,False
11735,river2reefaquatics.co.uk,False
11736,riverandwolf.co.uk,False
11737,riverfinleyandfriends.co.uk,False
11738,riversidesourdough.co.uk,False
11739,rivierawear.co.uk,False
11740,rixo.co.uk,True
11741,rjffurnishings.co.uk,False
11742,rkhomeware.co.uk,False
11743,rlalaser.co.uk,False
11744,rmblr.co.uk,False
11745,rn-shop.co.uk,False
11746,rnelson.co.uk,False
11747,rnvapeshop.co.uk,False
11748,roadandcivil.co.uk,False
11749,roamandride.co.uk,False
11750,roasteryhopecoffee.co.uk,False
11751,roastingplant.co.uk,False
11752,robertandson.co.uk,False
11753,robinandco.co.uk,False
11754,robinsandsons.co.uk,False
11755,robinsoninnovations.co.uk,False
11756,robinsonsalnwick.co.uk,False
11757,robotcenter.co.uk,False
11758,robotreg.co.uk,False
11759,roccabox.co.uk,True
11760,rocgolf.co.uk,False
11761,rochellenicole.co.uk,False
11762,rockandwaves.co.uk,False
11763,rockawaytoys.co.uk,False
11764,rockclothingshop.co.uk,False
11765,rocketgolf.co.uk,False
11766,rocketjack.co.uk,False
11767,rocketprojector.co.uk,False
11768,rocketquizzes.co.uk,False
11769,rocketsandrascals.uk,True
11770,rockins.co.uk,False
11771,rockisreligion.co.uk,False
11772,rocklandgear.co.uk,False
11773,rocklifestyle.co.uk,False
11774,rocklobsterjewellery.co.uk,False
11775,rocknrose.co.uk,True
11776,rockphotographerscollective.co.uk,False
11777,rockrosebeauty.co.uk,False
11778,rocksdesign.co.uk,False
11779,rocktheday.co.uk,False
11780,rockthosefrocks.co.uk,False
11781,rockvale-equestrian.co.uk,False
11782,rockworthstore.co.uk,False
11783,rockycreekdesigns.co.uk,False
11784,rockymountainbarber.co.uk,False
11785,rockyoursocks.co.uk,False
11786,rocoboutique.co.uk,False
11787,rodsandlines.co.uk,False
11788,rogue-clothing.co.uk,False
11789,rogueboutique.co.uk,False
11790,roguewargaming.co.uk,True
11791,roimarketingsolutions.co.uk,False
11792,rokman.co.uk,True
11793,roof-bars.co.uk,False
11794,roofingbits.co.uk,False
11795,roots-wellness.co.uk,False
11796,roryandthebean.co.uk,False
11797,rosabeautique.co.uk,False
11798,rosaceaskin.co.uk,False
11799,rosalee.co.uk,False
11800,rosalique.co.uk,False
11801,roseandalbert.co.uk,False
11802,roseandjoy.co.uk,False
11803,roseandthistlewax.co.uk,False
11804,rosevelcosmetics.co.uk,False
11805,rpgprints.co.uk,False
11806,rphomeessentials.co.uk,False
11807,rpseeds.co.uk,False
11808,rsi-automotive.co.uk,False
11809,rsjsteelbeamsonline.co.uk,False
11810,w-g-a.co.uk,False
11811,warblethewestend.co.uk,False
11812,wardbrothers.co.uk,False
11813,wardrobe-bunk-bed-sofa.uk,True
11814,wardsgroup.co.uk,False
11815,warehouseclearancestore.co.uk,False
11816,warhammer-irepairs.co.uk,False
11817,warmlywelcome.co.uk,False
11818,warmsun.co.uk,False
11819,warmwind.co.uk,False
11820,warpedmagic.co.uk,False
11821,warpzone.co.uk,False
11822,washandrinse.co.uk,False
11823,washly.co.uk,False
11824,wassyl.co.uk,False
11825,watchd.co.uk,False
11826,watchlove.co.uk,False
11827,watchsquare.co.uk,True
11828,watchstatus.co.uk,False
11829,watchstrapboutique.co.uk,False
11830,waterboxaquariums.co.uk,False
11831,watercolourlandscapes.co.uk,False
11832,waterfilterstore.co.uk,False
11833,watergardenplants.co.uk,True
11834,watergatestreetgallery.co.uk,True
11835,waterintobeer.co.uk,False
11836,watersco.uk,False
11837,watershoestore.co.uk,False
11838,watersportswarehouse.co.uk,False
11839,watkinart.co.uk,False
11840,watsonwellness.co.uk,False
11841,watt-up.co.uk,False
11842,watttowearprint.co.uk,True
11843,waveboosters.co.uk,False
11844,waveelectric.co.uk,False
11845,wavemag.co.uk,False
11846,waveyice.co.uk,True
11847,wavye.co.uk,False
11848,waxactually.co.uk,False
11849,waxandbeans.co.uk,False
11850,waxandbliss.co.uk,False
11851,waxbox.co.uk,False
11852,waxifycandles.co.uk,False
11853,waxmeltsbyellie.co.uk,False
11854,waxpertswax.co.uk,False
11855,waxplanet.co.uk,False
11856,waxscription.co.uk,False
11857,waxxunderwear.co.uk,False
11858,wayoflifeclothing.co.uk,False
11859,wayv.uk,False
11860,wearelumberjack.co.uk,False
11861,wearenotthem.co.uk,False
11862,wearescamp.co.uk,False
11863,weareserenna.co.uk,False
11864,wearespruce.co.uk,False
11865,wearesupergood.co.uk,False
11866,wearetheland.co.uk,False
11867,wearetheuncommon.co.uk,False
11868,wearevada.co.uk,False
11869,wearthebrand.co.uk,False
11870,wearthesound.co.uk,False
11871,workmask.co.uk,False
11872,worldbuy.co.uk,False
11873,worldguitars.co.uk,False
11874,worxmart.co.uk,False
11875,woven.co.uk,True
11876,woventrends.co.uk,False
11877,wovenwings.co.uk,False
11878,wow-creations.uk,False
11879,wowamazing.uk,False
11880,wowartsupplies.co.uk,False
11881,woweliquids.co.uk,False
11882,wowfabrics.co.uk,False
11883,wowlush.co.uk,False
11884,wowslife.co.uk,False
11885,wrigglytinsoap.co.uk,False
11886,wrightandgreen.co.uk,False
11887,writershop.co.uk,False
11888,writingmaps.co.uk,False
11889,wroughtirongates.co.uk,False
11890,wtfudgeuk.co.uk,False
11891,wudwerx.co.uk,False
11892,wuka.co.uk,True
11893,wulla.co.uk,False
11894,wunder2.co.uk,False
11895,wunderkindandwild.co.uk,False
11896,wunderplay.co.uk,False
11897,wurasbox.co.uk,False
11898,wvdesign.co.uk,False
11899,wvsshop.org.uk,True
11900,wwwjandphats.co.uk,False
11901,wylerahair.co.uk,False
11902,wynken.co.uk,False
11903,wyselondon.co.uk,False
11904,x-desk.co.uk,False
11905,x50lifestyle.co.uk,False
11906,xanderm.co.uk,False
11907,xanharp.co.uk,False
11908,xcase.co.uk,True
11909,xcurly.co.uk,False
11910,xdress.co.uk,True
11911,xfinityeyecare.co.uk,False
11912,xhorsevvdi.co.uk,False
11913,xiiiclothing13.co.uk,False
11914,xintu.co.uk,False
11915,xlapparel.co.uk,False
11916,xmylifemytruthx.co.uk,False
11917,xome.uk,False
11918,xoxofloristaberdeen.co.uk,False
11919,xpertsalonsupplies.co.uk,True
11920,xpfit.co.uk,False
11921,xpresskey.co.uk,False
11922,xpressvapes.co.uk,False
11923,xquisiteboutique.co.uk,False
11924,xquizitattire.co.uk,False
11925,xrug.uk,False
11926,xsclearance.co.uk,False
11927,xsoutlet.co.uk,False
11928,xtinctio.co.uk,False
11929,xtracing.co.uk,False
11930,xtrema.co.uk,False
11931,xvio.co.uk,False
11932,yaconviva.co.uk,False
11933,yakwood.co.uk,False
11934,yallahcoffee.co.uk,False
11935,yallakids.co.uk,False
11936,yalow.co.uk,False
11937,yamamall.co.uk,False
11938,yamatune.co.uk,False
11939,yamunabodyrolling.co.uk,False
11940,yanwin.uk,False
11941,yardartuk.co.uk,False
11942,yarmo.co.uk,True
11943,yarnland.co.uk,False
11944,yarnyarn.co.uk,False
11945,yayofamilia.uk,True
11946,ycblifestyle.co.uk,False
11947,yeaboi.co.uk,False
11948,yo-yodesk.co.uk,False
11949,yorkcocoahouse.co.uk,True
11950,yorkemporium.co.uk,True
11951,yorkscafe.co.uk,False
11952,yorkscoffeeroasters.co.uk,False
11953,yorkshiredalescheese.co.uk,True
11954,yoshi.co.uk,False
11955,yoso.uk,False
11956,youbeautyshop.co.uk,False
11957,youclothingstore.co.uk,False
11958,youdoyoueco.co.uk,False
11959,youhavefound.co.uk,False
11960,youhomal.co.uk,False
11961,youngevityproducts.co.uk,True
11962,younggoat.co.uk,False
11963,youngshooter.co.uk,False
11964,youngsjewellers.co.uk,False
11965,youpersonalise.co.uk,False
11966,yourclubsmerchandise.co.uk,False
11967,yourcrafts.co.uk,False
11968,yourdeen.co.uk,False
11969,youresovegan.co.uk,False
11970,yourfaces.co.uk,False
